Fuel,Year,Month,Registrations,Month_Num
BIO-CNG/BIO-GAS,2014,JAN,0,1
CNG ONLY,2014,JAN,2131,1
DIESEL,2014,JAN,270106,1
DIESEL/HYBRID,2014,JAN,3,1
DUAL DIESEL/CNG,2014,JAN,0,1
ELECTRIC(BOV),2014,JAN,230,1
ETHANOL,2014,JAN,0,1
FLEX-FUEL(BIO-DIESEL),2014,JAN,0,1
FUEL CELL HYDROGEN,2014,JAN,0,1
LNG,2014,JAN,0,1
LPG ONLY,2014,JAN,188,1
METHANOL,2014,JAN,0,1
NOT APPLICABLE,2014,JAN,10218,1
PETROL,2014,JAN,1343983,1
PETROL(E20)/CNG,2014,JAN,1,1
PETROL(E20)/LPG,2014,JAN,0,1
PETROL/CNG,2014,JAN,21438,1
PETROL/ETHANOL,2014,JAN,8,1
PETROL/HYBRID,2014,JAN,0,1
PETROL/LPG,2014,JAN,6310,1
PURE EV,2014,JAN,0,1
SOLAR,2014,JAN,8,1
BIO-CNG/BIO-GAS,2014,FEB,0,2
CNG ONLY,2014,FEB,1680,2
DIESEL,2014,FEB,218929,2
DIESEL/HYBRID,2014,FEB,3,2
DUAL DIESEL/CNG,2014,FEB,0,2
ELECTRIC(BOV),2014,FEB,170,2
ETHANOL,2014,FEB,1,2
FLEX-FUEL(BIO-DIESEL),2014,FEB,0,2
FUEL CELL HYDROGEN,2014,FEB,0,2
LNG,2014,FEB,0,2
LPG ONLY,2014,FEB,115,2
METHANOL,2014,FEB,0,2
NOT APPLICABLE,2014,FEB,8823,2
PETROL,2014,FEB,1173528,2
PETROL(E20)/CNG,2014,FEB,0,2
PETROL(E20)/LPG,2014,FEB,1,2
PETROL/CNG,2014,FEB,15840,2
PETROL/ETHANOL,2014,FEB,3,2
PETROL/HYBRID,2014,FEB,1,2
PETROL/LPG,2014,FEB,4810,2
PURE EV,2014,FEB,0,2
SOLAR,2014,FEB,15,2
BIO-CNG/BIO-GAS,2014,MAR,0,3
CNG ONLY,2014,MAR,2077,3
DIESEL,2014,MAR,257773,3
DIESEL/HYBRID,2014,MAR,3,3
DUAL DIESEL/CNG,2014,MAR,1,3
ELECTRIC(BOV),2014,MAR,218,3
ETHANOL,2014,MAR,1,3
FLEX-FUEL(BIO-DIESEL),2014,MAR,0,3
FUEL CELL HYDROGEN,2014,MAR,0,3
LNG,2014,MAR,0,3
LPG ONLY,2014,MAR,105,3
METHANOL,2014,MAR,1,3
NOT APPLICABLE,2014,MAR,10969,3
PETROL,2014,MAR,1326348,3
PETROL(E20)/CNG,2014,MAR,0,3
PETROL(E20)/LPG,2014,MAR,0,3
PETROL/CNG,2014,MAR,19505,3
PETROL/ETHANOL,2014,MAR,2,3
PETROL/HYBRID,2014,MAR,0,3
PETROL/LPG,2014,MAR,5625,3
PURE EV,2014,MAR,1,3
SOLAR,2014,MAR,14,3
BIO-CNG/BIO-GAS,2014,APR,0,4
CNG ONLY,2014,APR,1777,4
DIESEL,2014,APR,221766,4
DIESEL/HYBRID,2014,APR,3,4
DUAL DIESEL/CNG,2014,APR,1,4
ELECTRIC(BOV),2014,APR,241,4
ETHANOL,2014,APR,0,4
FLEX-FUEL(BIO-DIESEL),2014,APR,1,4
FUEL CELL HYDROGEN,2014,APR,0,4
LNG,2014,APR,0,4
LPG ONLY,2014,APR,121,4
METHANOL,2014,APR,0,4
NOT APPLICABLE,2014,APR,8402,4
PETROL,2014,APR,1293141,4
PETROL(E20)/CNG,2014,APR,0,4
PETROL(E20)/LPG,2014,APR,1,4
PETROL/CNG,2014,APR,20532,4
PETROL/ETHANOL,2014,APR,3,4
PETROL/HYBRID,2014,APR,0,4
PETROL/LPG,2014,APR,5606,4
PURE EV,2014,APR,0,4
SOLAR,2014,APR,18,4
BIO-CNG/BIO-GAS,2014,MAY,0,5
CNG ONLY,2014,MAY,1786,5
DIESEL,2014,MAY,236482,5
DIESEL/HYBRID,2014,MAY,6,5
DUAL DIESEL/CNG,2014,MAY,0,5
ELECTRIC(BOV),2014,MAY,187,5
ETHANOL,2014,MAY,2,5
FLEX-FUEL(BIO-DIESEL),2014,MAY,0,5
FUEL CELL HYDROGEN,2014,MAY,0,5
LNG,2014,MAY,0,5
LPG ONLY,2014,MAY,103,5
METHANOL,2014,MAY,0,5
NOT APPLICABLE,2014,MAY,9499,5
PETROL,2014,MAY,1405284,5
PETROL(E20)/CNG,2014,MAY,1,5
PETROL(E20)/LPG,2014,MAY,0,5
PETROL/CNG,2014,MAY,21532,5
PETROL/ETHANOL,2014,MAY,4,5
PETROL/HYBRID,2014,MAY,1,5
PETROL/LPG,2014,MAY,6335,5
PURE EV,2014,MAY,0,5
SOLAR,2014,MAY,14,5
BIO-CNG/BIO-GAS,2014,JUN,0,6
CNG ONLY,2014,JUN,1713,6
DIESEL,2014,JUN,236278,6
DIESEL/HYBRID,2014,JUN,2,6
DUAL DIESEL/CNG,2014,JUN,0,6
ELECTRIC(BOV),2014,JUN,141,6
ETHANOL,2014,JUN,0,6
FLEX-FUEL(BIO-DIESEL),2014,JUN,0,6
FUEL CELL HYDROGEN,2014,JUN,0,6
LNG,2014,JUN,0,6
LPG ONLY,2014,JUN,96,6
METHANOL,2014,JUN,0,6
NOT APPLICABLE,2014,JUN,9818,6
PETROL,2014,JUN,1343141,6
PETROL(E20)/CNG,2014,JUN,0,6
PETROL(E20)/LPG,2014,JUN,0,6
PETROL/CNG,2014,JUN,22156,6
PETROL/ETHANOL,2014,JUN,2,6
PETROL/HYBRID,2014,JUN,2,6
PETROL/LPG,2014,JUN,7251,6
PURE EV,2014,JUN,0,6
SOLAR,2014,JUN,14,6
BIO-CNG/BIO-GAS,2014,JUL,1,7
CNG ONLY,2014,JUL,2024,7
DIESEL,2014,JUL,250167,7
DIESEL/HYBRID,2014,JUL,2,7
DUAL DIESEL/CNG,2014,JUL,0,7
ELECTRIC(BOV),2014,JUL,198,7
ETHANOL,2014,JUL,1,7
FLEX-FUEL(BIO-DIESEL),2014,JUL,0,7
FUEL CELL HYDROGEN,2014,JUL,0,7
LNG,2014,JUL,0,7
LPG ONLY,2014,JUL,191,7
METHANOL,2014,JUL,0,7
NOT APPLICABLE,2014,JUL,10548,7
PETROL,2014,JUL,1330050,7
PETROL(E20)/CNG,2014,JUL,0,7
PETROL(E20)/LPG,2014,JUL,0,7
PETROL/CNG,2014,JUL,23685,7
PETROL/ETHANOL,2014,JUL,6,7
PETROL/HYBRID,2014,JUL,1,7
PETROL/LPG,2014,JUL,8246,7
PURE EV,2014,JUL,0,7
SOLAR,2014,JUL,21,7
BIO-CNG/BIO-GAS,2014,AUG,0,8
CNG ONLY,2014,AUG,2164,8
DIESEL,2014,AUG,219275,8
DIESEL/HYBRID,2014,AUG,2,8
DUAL DIESEL/CNG,2014,AUG,1,8
ELECTRIC(BOV),2014,AUG,179,8
ETHANOL,2014,AUG,0,8
FLEX-FUEL(BIO-DIESEL),2014,AUG,0,8
FUEL CELL HYDROGEN,2014,AUG,0,8
LNG,2014,AUG,0,8
LPG ONLY,2014,AUG,149,8
METHANOL,2014,AUG,0,8
NOT APPLICABLE,2014,AUG,13980,8
PETROL,2014,AUG,1198281,8
PETROL(E20)/CNG,2014,AUG,1,8
PETROL(E20)/LPG,2014,AUG,1,8
PETROL/CNG,2014,AUG,20426,8
PETROL/ETHANOL,2014,AUG,2,8
PETROL/HYBRID,2014,AUG,1,8
PETROL/LPG,2014,AUG,7862,8
PURE EV,2014,AUG,0,8
SOLAR,2014,AUG,3,8
BIO-CNG/BIO-GAS,2014,SEP,1,9
CNG ONLY,2014,SEP,2467,9
DIESEL,2014,SEP,228332,9
DIESEL/HYBRID,2014,SEP,2,9
DUAL DIESEL/CNG,2014,SEP,0,9
ELECTRIC(BOV),2014,SEP,167,9
ETHANOL,2014,SEP,0,9
FLEX-FUEL(BIO-DIESEL),2014,SEP,0,9
FUEL CELL HYDROGEN,2014,SEP,0,9
LNG,2014,SEP,1,9
LPG ONLY,2014,SEP,167,9
METHANOL,2014,SEP,0,9
NOT APPLICABLE,2014,SEP,8283,9
PETROL,2014,SEP,1270589,9
PETROL(E20)/CNG,2014,SEP,0,9
PETROL(E20)/LPG,2014,SEP,0,9
PETROL/CNG,2014,SEP,22338,9
PETROL/ETHANOL,2014,SEP,5,9
PETROL/HYBRID,2014,SEP,1,9
PETROL/LPG,2014,SEP,8387,9
PURE EV,2014,SEP,0,9
SOLAR,2014,SEP,7,9
BIO-CNG/BIO-GAS,2014,OCT,0,10
CNG ONLY,2014,OCT,2484,10
DIESEL,2014,OCT,218524,10
DIESEL/HYBRID,2014,OCT,2,10
DUAL DIESEL/CNG,2014,OCT,0,10
ELECTRIC(BOV),2014,OCT,182,10
ETHANOL,2014,OCT,1,10
FLEX-FUEL(BIO-DIESEL),2014,OCT,0,10
FUEL CELL HYDROGEN,2014,OCT,0,10
LNG,2014,OCT,0,10
LPG ONLY,2014,OCT,155,10
METHANOL,2014,OCT,0,10
NOT APPLICABLE,2014,OCT,7071,10
PETROL,2014,OCT,1455001,10
PETROL(E20)/CNG,2014,OCT,0,10
PETROL(E20)/LPG,2014,OCT,0,10
PETROL/CNG,2014,OCT,26476,10
PETROL/ETHANOL,2014,OCT,10,10
PETROL/HYBRID,2014,OCT,1,10
PETROL/LPG,2014,OCT,7765,10
PURE EV,2014,OCT,0,10
SOLAR,2014,OCT,12,10
BIO-CNG/BIO-GAS,2014,NOV,0,11
CNG ONLY,2014,NOV,2348,11
DIESEL,2014,NOV,252207,11
DIESEL/HYBRID,2014,NOV,7,11
DUAL DIESEL/CNG,2014,NOV,1,11
ELECTRIC(BOV),2014,NOV,210,11
ETHANOL,2014,NOV,1,11
FLEX-FUEL(BIO-DIESEL),2014,NOV,0,11
FUEL CELL HYDROGEN,2014,NOV,0,11
LNG,2014,NOV,1,11
LPG ONLY,2014,NOV,142,11
METHANOL,2014,NOV,0,11
NOT APPLICABLE,2014,NOV,9568,11
PETROL,2014,NOV,1600321,11
PETROL(E20)/CNG,2014,NOV,1,11
PETROL(E20)/LPG,2014,NOV,0,11
PETROL/CNG,2014,NOV,22494,11
PETROL/ETHANOL,2014,NOV,5,11
PETROL/HYBRID,2014,NOV,0,11
PETROL/LPG,2014,NOV,7213,11
PURE EV,2014,NOV,0,11
SOLAR,2014,NOV,16,11
BIO-CNG/BIO-GAS,2014,DEC,0,12
CNG ONLY,2014,DEC,1532,12
DIESEL,2014,DEC,229630,12
DIESEL/HYBRID,2014,DEC,3,12
DUAL DIESEL/CNG,2014,DEC,0,12
ELECTRIC(BOV),2014,DEC,230,12
ETHANOL,2014,DEC,0,12
FLEX-FUEL(BIO-DIESEL),2014,DEC,0,12
FUEL CELL HYDROGEN,2014,DEC,1,12
LNG,2014,DEC,0,12
LPG ONLY,2014,DEC,153,12
METHANOL,2014,DEC,0,12
NOT APPLICABLE,2014,DEC,8871,12
PETROL,2014,DEC,1216330,12
PETROL(E20)/CNG,2014,DEC,0,12
PETROL(E20)/LPG,2014,DEC,0,12
PETROL/CNG,2014,DEC,19958,12
PETROL/ETHANOL,2014,DEC,6,12
PETROL/HYBRID,2014,DEC,0,12
PETROL/LPG,2014,DEC,5980,12
PURE EV,2014,DEC,0,12
SOLAR,2014,DEC,9,12
BIO-CNG/BIO-GAS,2015,JAN,0,1
CNG ONLY,2015,JAN,2733,1
DIESEL,2015,JAN,259910,1
DIESEL/HYBRID,2015,JAN,1,1
DUAL DIESEL/CNG,2015,JAN,0,1
ELECTRIC(BOV),2015,JAN,177,1
FUEL CELL HYDROGEN,2015,JAN,0,1
HCNG,2015,JAN,0,1
LNG,2015,JAN,0,1
LPG ONLY,2015,JAN,156,1
NOT APPLICABLE,2015,JAN,8497,1
PETROL,2015,JAN,1319248,1
PETROL(E20)/CNG,2015,JAN,0,1
PETROL(E20)/LPG,2015,JAN,0,1
PETROL/CNG,2015,JAN,25081,1
PETROL/ETHANOL,2015,JAN,8,1
PETROL/HYBRID,2015,JAN,1,1
PETROL/LPG,2015,JAN,6820,1
PURE EV,2015,JAN,1,1
SOLAR,2015,JAN,8,1
BIO-CNG/BIO-GAS,2015,FEB,0,2
CNG ONLY,2015,FEB,2020,2
DIESEL,2015,FEB,226181,2
DIESEL/HYBRID,2015,FEB,2,2
DUAL DIESEL/CNG,2015,FEB,0,2
ELECTRIC(BOV),2015,FEB,173,2
FUEL CELL HYDROGEN,2015,FEB,0,2
HCNG,2015,FEB,0,2
LNG,2015,FEB,0,2
LPG ONLY,2015,FEB,227,2
NOT APPLICABLE,2015,FEB,9605,2
PETROL,2015,FEB,1277994,2
PETROL(E20)/CNG,2015,FEB,0,2
PETROL(E20)/LPG,2015,FEB,1,2
PETROL/CNG,2015,FEB,19298,2
PETROL/ETHANOL,2015,FEB,6,2
PETROL/HYBRID,2015,FEB,1,2
PETROL/LPG,2015,FEB,5872,2
PURE EV,2015,FEB,1,2
SOLAR,2015,FEB,15,2
BIO-CNG/BIO-GAS,2015,MAR,0,3
CNG ONLY,2015,MAR,2187,3
DIESEL,2015,MAR,241434,3
DIESEL/HYBRID,2015,MAR,4,3
DUAL DIESEL/CNG,2015,MAR,0,3
ELECTRIC(BOV),2015,MAR,209,3
FUEL CELL HYDROGEN,2015,MAR,0,3
HCNG,2015,MAR,0,3
LNG,2015,MAR,0,3
LPG ONLY,2015,MAR,382,3
NOT APPLICABLE,2015,MAR,10457,3
PETROL,2015,MAR,1349646,3
PETROL(E20)/CNG,2015,MAR,0,3
PETROL(E20)/LPG,2015,MAR,1,3
PETROL/CNG,2015,MAR,21334,3
PETROL/ETHANOL,2015,MAR,4,3
PETROL/HYBRID,2015,MAR,1,3
PETROL/LPG,2015,MAR,5574,3
PURE EV,2015,MAR,0,3
SOLAR,2015,MAR,7,3
BIO-CNG/BIO-GAS,2015,APR,0,4
CNG ONLY,2015,APR,2161,4
DIESEL,2015,APR,213908,4
DIESEL/HYBRID,2015,APR,6,4
DUAL DIESEL/CNG,2015,APR,0,4
ELECTRIC(BOV),2015,APR,167,4
FUEL CELL HYDROGEN,2015,APR,0,4
HCNG,2015,APR,0,4
LNG,2015,APR,0,4
LPG ONLY,2015,APR,244,4
NOT APPLICABLE,2015,APR,8536,4
PETROL,2015,APR,1317313,4
PETROL(E20)/CNG,2015,APR,0,4
PETROL(E20)/LPG,2015,APR,1,4
PETROL/CNG,2015,APR,20543,4
PETROL/ETHANOL,2015,APR,5,4
PETROL/HYBRID,2015,APR,1,4
PETROL/LPG,2015,APR,4879,4
PURE EV,2015,APR,1,4
SOLAR,2015,APR,32,4
BIO-CNG/BIO-GAS,2015,MAY,0,5
CNG ONLY,2015,MAY,1909,5
DIESEL,2015,MAY,211384,5
DIESEL/HYBRID,2015,MAY,2,5
DUAL DIESEL/CNG,2015,MAY,0,5
ELECTRIC(BOV),2015,MAY,193,5
FUEL CELL HYDROGEN,2015,MAY,0,5
HCNG,2015,MAY,0,5
LNG,2015,MAY,0,5
LPG ONLY,2015,MAY,310,5
NOT APPLICABLE,2015,MAY,8858,5
PETROL,2015,MAY,1404070,5
PETROL(E20)/CNG,2015,MAY,1,5
PETROL(E20)/LPG,2015,MAY,0,5
PETROL/CNG,2015,MAY,20040,5
PETROL/ETHANOL,2015,MAY,7,5
PETROL/HYBRID,2015,MAY,5,5
PETROL/LPG,2015,MAY,5408,5
PURE EV,2015,MAY,0,5
SOLAR,2015,MAY,27,5
BIO-CNG/BIO-GAS,2015,JUN,0,6
CNG ONLY,2015,JUN,2014,6
DIESEL,2015,JUN,225286,6
DIESEL/HYBRID,2015,JUN,7,6
DUAL DIESEL/CNG,2015,JUN,0,6
ELECTRIC(BOV),2015,JUN,281,6
FUEL CELL HYDROGEN,2015,JUN,1,6
HCNG,2015,JUN,0,6
LNG,2015,JUN,0,6
LPG ONLY,2015,JUN,465,6
NOT APPLICABLE,2015,JUN,9064,6
PETROL,2015,JUN,1442795,6
PETROL(E20)/CNG,2015,JUN,1,6
PETROL(E20)/LPG,2015,JUN,0,6
PETROL/CNG,2015,JUN,22826,6
PETROL/ETHANOL,2015,JUN,1,6
PETROL/HYBRID,2015,JUN,1,6
PETROL/LPG,2015,JUN,5697,6
PURE EV,2015,JUN,0,6
SOLAR,2015,JUN,16,6
BIO-CNG/BIO-GAS,2015,JUL,0,7
CNG ONLY,2015,JUL,2371,7
DIESEL,2015,JUL,227469,7
DIESEL/HYBRID,2015,JUL,1,7
DUAL DIESEL/CNG,2015,JUL,1,7
ELECTRIC(BOV),2015,JUL,375,7
FUEL CELL HYDROGEN,2015,JUL,0,7
HCNG,2015,JUL,0,7
LNG,2015,JUL,2,7
LPG ONLY,2015,JUL,355,7
NOT APPLICABLE,2015,JUL,9550,7
PETROL,2015,JUL,1387243,7
PETROL(E20)/CNG,2015,JUL,3,7
PETROL(E20)/LPG,2015,JUL,0,7
PETROL/CNG,2015,JUL,23404,7
PETROL/ETHANOL,2015,JUL,5,7
PETROL/HYBRID,2015,JUL,3,7
PETROL/LPG,2015,JUL,6545,7
PURE EV,2015,JUL,1,7
SOLAR,2015,JUL,9,7
BIO-CNG/BIO-GAS,2015,AUG,0,8
CNG ONLY,2015,AUG,2331,8
DIESEL,2015,AUG,211743,8
DIESEL/HYBRID,2015,AUG,3,8
DUAL DIESEL/CNG,2015,AUG,0,8
ELECTRIC(BOV),2015,AUG,702,8
FUEL CELL HYDROGEN,2015,AUG,0,8
HCNG,2015,AUG,0,8
LNG,2015,AUG,0,8
LPG ONLY,2015,AUG,306,8
NOT APPLICABLE,2015,AUG,8423,8
PETROL,2015,AUG,1226710,8
PETROL(E20)/CNG,2015,AUG,0,8
PETROL(E20)/LPG,2015,AUG,0,8
PETROL/CNG,2015,AUG,20732,8
PETROL/ETHANOL,2015,AUG,2,8
PETROL/HYBRID,2015,AUG,8,8
PETROL/LPG,2015,AUG,5842,8
PURE EV,2015,AUG,0,8
SOLAR,2015,AUG,14,8
BIO-CNG/BIO-GAS,2015,SEP,0,9
CNG ONLY,2015,SEP,2497,9
DIESEL,2015,SEP,220796,9
DIESEL/HYBRID,2015,SEP,5,9
DUAL DIESEL/CNG,2015,SEP,0,9
ELECTRIC(BOV),2015,SEP,964,9
FUEL CELL HYDROGEN,2015,SEP,0,9
HCNG,2015,SEP,1,9
LNG,2015,SEP,0,9
LPG ONLY,2015,SEP,349,9
NOT APPLICABLE,2015,SEP,8256,9
PETROL,2015,SEP,1281432,9
PETROL(E20)/CNG,2015,SEP,0,9
PETROL(E20)/LPG,2015,SEP,0,9
PETROL/CNG,2015,SEP,22224,9
PETROL/ETHANOL,2015,SEP,1,9
PETROL/HYBRID,2015,SEP,17,9
PETROL/LPG,2015,SEP,5978,9
PURE EV,2015,SEP,0,9
SOLAR,2015,SEP,11,9
BIO-CNG/BIO-GAS,2015,OCT,1,10
CNG ONLY,2015,OCT,2395,10
DIESEL,2015,OCT,220289,10
DIESEL/HYBRID,2015,OCT,55,10
DUAL DIESEL/CNG,2015,OCT,1,10
ELECTRIC(BOV),2015,OCT,1065,10
FUEL CELL HYDROGEN,2015,OCT,0,10
HCNG,2015,OCT,0,10
LNG,2015,OCT,0,10
LPG ONLY,2015,OCT,190,10
NOT APPLICABLE,2015,OCT,8540,10
PETROL,2015,OCT,1288583,10
PETROL(E20)/CNG,2015,OCT,1,10
PETROL(E20)/LPG,2015,OCT,1,10
PETROL/CNG,2015,OCT,22605,10
PETROL/ETHANOL,2015,OCT,2,10
PETROL/HYBRID,2015,OCT,17,10
PETROL/LPG,2015,OCT,5816,10
PURE EV,2015,OCT,0,10
SOLAR,2015,OCT,17,10
BIO-CNG/BIO-GAS,2015,NOV,0,11
CNG ONLY,2015,NOV,2644,11
DIESEL,2015,NOV,237379,11
DIESEL/HYBRID,2015,NOV,183,11
DUAL DIESEL/CNG,2015,NOV,2,11
ELECTRIC(BOV),2015,NOV,1245,11
FUEL CELL HYDROGEN,2015,NOV,0,11
HCNG,2015,NOV,0,11
LNG,2015,NOV,0,11
LPG ONLY,2015,NOV,164,11
NOT APPLICABLE,2015,NOV,8668,11
PETROL,2015,NOV,1674787,11
PETROL(E20)/CNG,2015,NOV,0,11
PETROL(E20)/LPG,2015,NOV,2,11
PETROL/CNG,2015,NOV,25855,11
PETROL/ETHANOL,2015,NOV,2,11
PETROL/HYBRID,2015,NOV,23,11
PETROL/LPG,2015,NOV,6056,11
PURE EV,2015,NOV,0,11
SOLAR,2015,NOV,21,11
BIO-CNG/BIO-GAS,2015,DEC,0,12
CNG ONLY,2015,DEC,2273,12
DIESEL,2015,DEC,228334,12
DIESEL/HYBRID,2015,DEC,245,12
DUAL DIESEL/CNG,2015,DEC,0,12
ELECTRIC(BOV),2015,DEC,2179,12
FUEL CELL HYDROGEN,2015,DEC,0,12
HCNG,2015,DEC,0,12
LNG,2015,DEC,0,12
LPG ONLY,2015,DEC,179,12
NOT APPLICABLE,2015,DEC,12288,12
PETROL,2015,DEC,1477348,12
PETROL(E20)/CNG,2015,DEC,1,12
PETROL(E20)/LPG,2015,DEC,0,12
PETROL/CNG,2015,DEC,23074,12
PETROL/ETHANOL,2015,DEC,1,12
PETROL/HYBRID,2015,DEC,20,12
PETROL/LPG,2015,DEC,5806,12
PURE EV,2015,DEC,0,12
SOLAR,2015,DEC,21,12
CNG ONLY,2016,JAN,2887,1
DIESEL,2016,JAN,246754,1
DIESEL/HYBRID,2016,JAN,235,1
DUAL DIESEL/CNG,2016,JAN,2,1
ELECTRIC(BOV),2016,JAN,1941,1
ETHANOL,2016,JAN,0,1
LNG,2016,JAN,2,1
LPG ONLY,2016,JAN,348,1
NOT APPLICABLE,2016,JAN,12726,1
PETROL,2016,JAN,1436226,1
PETROL(E20)/CNG,2016,JAN,0,1
PETROL(E20)/LPG,2016,JAN,0,1
PETROL/CNG,2016,JAN,28123,1
PETROL/ETHANOL,2016,JAN,2,1
PETROL/HYBRID,2016,JAN,27,1
PETROL/LPG,2016,JAN,7231,1
PURE EV,2016,JAN,0,1
SOLAR,2016,JAN,16,1
CNG ONLY,2016,FEB,2637,2
DIESEL,2016,FEB,241886,2
DIESEL/HYBRID,2016,FEB,414,2
DUAL DIESEL/CNG,2016,FEB,3,2
ELECTRIC(BOV),2016,FEB,2488,2
ETHANOL,2016,FEB,1,2
LNG,2016,FEB,1,2
LPG ONLY,2016,FEB,479,2
NOT APPLICABLE,2016,FEB,10267,2
PETROL,2016,FEB,1454200,2
PETROL(E20)/CNG,2016,FEB,3,2
PETROL(E20)/LPG,2016,FEB,0,2
PETROL/CNG,2016,FEB,28083,2
PETROL/ETHANOL,2016,FEB,0,2
PETROL/HYBRID,2016,FEB,27,2
PETROL/LPG,2016,FEB,6943,2
PURE EV,2016,FEB,0,2
SOLAR,2016,FEB,14,2
CNG ONLY,2016,MAR,2992,3
DIESEL,2016,MAR,248830,3
DIESEL/HYBRID,2016,MAR,666,3
DUAL DIESEL/CNG,2016,MAR,3,3
ELECTRIC(BOV),2016,MAR,4515,3
ETHANOL,2016,MAR,0,3
LNG,2016,MAR,1,3
LPG ONLY,2016,MAR,952,3
NOT APPLICABLE,2016,MAR,12293,3
PETROL,2016,MAR,1456322,3
PETROL(E20)/CNG,2016,MAR,1,3
PETROL(E20)/LPG,2016,MAR,2,3
PETROL/CNG,2016,MAR,28993,3
PETROL/ETHANOL,2016,MAR,0,3
PETROL/HYBRID,2016,MAR,27,3
PETROL/LPG,2016,MAR,7398,3
PURE EV,2016,MAR,0,3
SOLAR,2016,MAR,28,3
CNG ONLY,2016,APR,3017,4
DIESEL,2016,APR,216312,4
DIESEL/HYBRID,2016,APR,873,4
DUAL DIESEL/CNG,2016,APR,0,4
ELECTRIC(BOV),2016,APR,3446,4
ETHANOL,2016,APR,2,4
LNG,2016,APR,0,4
LPG ONLY,2016,APR,362,4
NOT APPLICABLE,2016,APR,9256,4
PETROL,2016,APR,1465299,4
PETROL(E20)/CNG,2016,APR,0,4
PETROL(E20)/LPG,2016,APR,0,4
PETROL/CNG,2016,APR,32140,4
PETROL/ETHANOL,2016,APR,0,4
PETROL/HYBRID,2016,APR,36,4
PETROL/LPG,2016,APR,5970,4
PURE EV,2016,APR,0,4
SOLAR,2016,APR,20,4
CNG ONLY,2016,MAY,3487,5
DIESEL,2016,MAY,235326,5
DIESEL/HYBRID,2016,MAY,802,5
DUAL DIESEL/CNG,2016,MAY,0,5
ELECTRIC(BOV),2016,MAY,4004,5
ETHANOL,2016,MAY,0,5
LNG,2016,MAY,0,5
LPG ONLY,2016,MAY,477,5
NOT APPLICABLE,2016,MAY,11127,5
PETROL,2016,MAY,1558339,5
PETROL(E20)/CNG,2016,MAY,1,5
PETROL(E20)/LPG,2016,MAY,1,5
PETROL/CNG,2016,MAY,31043,5
PETROL/ETHANOL,2016,MAY,2,5
PETROL/HYBRID,2016,MAY,70,5
PETROL/LPG,2016,MAY,6318,5
PURE EV,2016,MAY,0,5
SOLAR,2016,MAY,17,5
CNG ONLY,2016,JUN,2886,6
DIESEL,2016,JUN,236170,6
DIESEL/HYBRID,2016,JUN,792,6
DUAL DIESEL/CNG,2016,JUN,0,6
ELECTRIC(BOV),2016,JUN,5116,6
ETHANOL,2016,JUN,0,6
LNG,2016,JUN,0,6
LPG ONLY,2016,JUN,270,6
NOT APPLICABLE,2016,JUN,10982,6
PETROL,2016,JUN,1526337,6
PETROL(E20)/CNG,2016,JUN,0,6
PETROL(E20)/LPG,2016,JUN,0,6
PETROL/CNG,2016,JUN,30334,6
PETROL/ETHANOL,2016,JUN,2,6
PETROL/HYBRID,2016,JUN,81,6
PETROL/LPG,2016,JUN,7002,6
PURE EV,2016,JUN,0,6
SOLAR,2016,JUN,14,6
CNG ONLY,2016,JUL,2719,7
DIESEL,2016,JUL,213473,7
DIESEL/HYBRID,2016,JUL,1059,7
DUAL DIESEL/CNG,2016,JUL,0,7
ELECTRIC(BOV),2016,JUL,4367,7
ETHANOL,2016,JUL,0,7
LNG,2016,JUL,1,7
LPG ONLY,2016,JUL,159,7
NOT APPLICABLE,2016,JUL,11164,7
PETROL,2016,JUL,1421310,7
PETROL(E20)/CNG,2016,JUL,1,7
PETROL(E20)/LPG,2016,JUL,1,7
PETROL/CNG,2016,JUL,28353,7
PETROL/ETHANOL,2016,JUL,1,7
PETROL/HYBRID,2016,JUL,49,7
PETROL/LPG,2016,JUL,6575,7
PURE EV,2016,JUL,0,7
SOLAR,2016,JUL,21,7
CNG ONLY,2016,AUG,2310,8
DIESEL,2016,AUG,215789,8
DIESEL/HYBRID,2016,AUG,1302,8
DUAL DIESEL/CNG,2016,AUG,3,8
ELECTRIC(BOV),2016,AUG,4015,8
ETHANOL,2016,AUG,0,8
LNG,2016,AUG,0,8
LPG ONLY,2016,AUG,244,8
NOT APPLICABLE,2016,AUG,9536,8
PETROL,2016,AUG,1402428,8
PETROL(E20)/CNG,2016,AUG,1,8
PETROL(E20)/LPG,2016,AUG,0,8
PETROL/CNG,2016,AUG,27895,8
PETROL/ETHANOL,2016,AUG,0,8
PETROL/HYBRID,2016,AUG,36,8
PETROL/LPG,2016,AUG,7451,8
PURE EV,2016,AUG,0,8
SOLAR,2016,AUG,15,8
CNG ONLY,2016,SEP,2436,9
DIESEL,2016,SEP,211565,9
DIESEL/HYBRID,2016,SEP,1146,9
DUAL DIESEL/CNG,2016,SEP,0,9
ELECTRIC(BOV),2016,SEP,4163,9
ETHANOL,2016,SEP,0,9
LNG,2016,SEP,0,9
LPG ONLY,2016,SEP,144,9
NOT APPLICABLE,2016,SEP,10040,9
PETROL,2016,SEP,1372179,9
PETROL(E20)/CNG,2016,SEP,0,9
PETROL(E20)/LPG,2016,SEP,0,9
PETROL/CNG,2016,SEP,27778,9
PETROL/ETHANOL,2016,SEP,1,9
PETROL/HYBRID,2016,SEP,43,9
